query_id,query,song_id,rating
32,"Oh, it's so romantic to send people off on their honeymoon.",TRABGSH128F932D04D,-2
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAIXSB12903CC662C,0
32,"Oh, it's so romantic to send people off on their honeymoon.",TRALILH128F4280C53,2
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBDGKP128F4260C70,0
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBKKKZ12903CDAA2E,1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBOFTY128F14A37B1,1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBVZZJ128EF35EEEA,0
32,"Oh, it's so romantic to send people off on their honeymoon.",TRABVRA12903CA902D,1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAIMQX128F92F3149,2
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAKVWH128F429DF6F,0
32,"Oh, it's so romantic to send people off on their honeymoon.",TRALKSQ128F92F13A8,1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAQZVR128F145E3C2,2
32,"Oh, it's so romantic to send people off on their honeymoon.",TRANQWW128F92FDB30,-2
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAOTHC128F428AE2A,2
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAPZPQ128F9311F19,0
32,"Oh, it's so romantic to send people off on their honeymoon.",TRASHSN12903CA9E34,1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAUMSF12903CA8471,1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAUPZL128F424153C,0
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAVRZW128F932016E,-1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAXJTV128F428BA71,-1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAZYHM128F14821A0,1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBBFRI12903C9852B,0
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBCXVI128F4294EB9,-2
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBESBZ12903CA0A95,-1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBFYNY128F92F8755,0
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBGGBL128F4262CEE,-2
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBKJAG128E0799B32,-2
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBRKQW128F148597C,0
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBXHFM128F42AA0A5,-1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAJMMW128F4272938,-1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAOALO128F427CB1D,-1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAHCDM128F148D60C,-1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAINYD128F426286C,-2
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAINQO128F92EB88D,1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAKVWH128F429DF6F,-2
32,"Oh, it's so romantic to send people off on their honeymoon.",TRAOPRI12903C9FC25,-2
32,"Oh, it's so romantic to send people off on their honeymoon.",TRARKGW128F92EB8F9,0
32,"Oh, it's so romantic to send people off on their honeymoon.",TRASBDW128F423108D,-1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRALBUX128F4259A07,1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBGWMN128F429DA96,-1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBJUOZ128F9355C37,-1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBMGZI128F935E405,0
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBZZST128E0783331,1
32,"Oh, it's so romantic to send people off on their honeymoon.",TRBZUPO128F4247F92,0
32,"Oh, it's so romantic to send people off on their honeymoon.",TRACLHV128F4263E71,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAAGJV128F1464090,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAEHEI128E07844B9,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRALJVQ128F428C764,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRBMCRO128F42749E0,1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAYCSU12903CF0538,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRBFORF128F4285282,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRBKRQV128F422AD77,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRBMHJD128F4279972,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRBOSMS128F42807E6,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRBSRRY128F428F66D,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRBWSDK128F42638AF,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAALYN128F1452482,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAAPKQ128F4234DFE,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAATPB128C719688E,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRABLDX128F932A1E9,-2
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRABMBG128F429E9F1,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRABRUJ128F42ADE0D,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRABZJE128F4259835,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRACDTC128F426F7CE,-2
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRACHHV128F932357F,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRACKAP128F425B741,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRACTIE128F92E473B,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRADJNG128F932814A,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRADRBT128EF34E087,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRADTYX128F9310F00,-2
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRADVGV128F42BCACE,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRADVCE12903CFB19B,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRADYYF128F1459C8E,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRADZQT128F421EB29,1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAECBR128F429F8C0,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAEDQF128F4260069,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAERXQ128F4294114,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAERWZ12903CA720C,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAERDH12903CB24F2,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAEUPC128F423CCAC,-2
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAEVHU128F92D9EA0,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAFEHS128F42ACFDC,-2
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAFNBF12903D0510B,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAFRHL128E0798893,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAFUNV128F92CFEB2,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAGBUS128F931EB88,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAGQIE128F92D4326,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAGUHD128F92DE226,-1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAGUXW128F4227988,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAGYDZ12903D0957F,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAHFLW128F934B11D,-2
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAHIPA128F4279744,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAIAIV128F4281D34,0
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRAHZUK128F424BF7E,1
66,This witness won't return my calls so we're gonna see if we can surprise him coming home.,TRBJAHO128F9311A5A,2
91,"Okay, okay, come on, you can do it. You can do it!",TRAAKDG128F42A0ECB,0
91,"Okay, okay, come on, you can do it. You can do it!",TRAAPVV128F425D64C,1
91,"Okay, okay, come on, you can do it. You can do it!",TRAAWVV12903CE827E,0
91,"Okay, okay, come on, you can do it. You can do it!",TRABFRA128F42722B0,-2
91,"Okay, okay, come on, you can do it. You can do it!",TRACLQI128F92F8149,-1
91,"Okay, okay, come on, you can do it. You can do it!",TRAEBXS128F429933A,0
91,"Okay, okay, come on, you can do it. You can do it!",TRAEWBN12903D08720,-1
91,"Okay, okay, come on, you can do it. You can do it!",TRAGDXK128F4262D37,2
91,"Okay, okay, come on, you can do it. You can do it!",TRAHAOV128F92F145F,1
91,"Okay, okay, come on, you can do it. You can do it!",TRAHCDM128F148D60C,0
91,"Okay, okay, come on, you can do it. You can do it!",TRAHSJX128F42914E5,-1
91,"Okay, okay, come on, you can do it. You can do it!",TRAIDNI128F14AB1FF,0
91,"Okay, okay, come on, you can do it. You can do it!",TRAIHFF128EF351817,0
91,"Okay, okay, come on, you can do it. You can do it!",TRAKJNE128F149962E,0
91,"Okay, okay, come on, you can do it. You can do it!",TRAKOJW128F92CC883,0
91,"Okay, okay, come on, you can do it. You can do it!",TRALAYF128F421CBD6,1
91,"Okay, okay, come on, you can do it. You can do it!",TRALBZL128F427A84D,0
91,"Okay, okay, come on, you can do it. You can do it!",TRALWUY128F92FB0E1,0
91,"Okay, okay, come on, you can do it. You can do it!",TRAMDRT12903CA121C,1
91,"Okay, okay, come on, you can do it. You can do it!",TRAMESI128F93509F7,1
91,"Okay, okay, come on, you can do it. You can do it!",TRANMKF128E07995A8,0
91,"Okay, okay, come on, you can do it. You can do it!",TRANYRD128E078F277,-1
91,"Okay, okay, come on, you can do it. You can do it!",TRAOTHC128F428AE2A,1
91,"Okay, okay, come on, you can do it. You can do it!",TRAOVTG128F93309EE,2
91,"Okay, okay, come on, you can do it. You can do it!",TRARCSJ12903CA71D8,0
91,"Okay, okay, come on, you can do it. You can do it!",TRARZKD128F425D64D,2
91,"Okay, okay, come on, you can do it. You can do it!",TRAUKYS128F14636CB,2
91,"Okay, okay, come on, you can do it. You can do it!",TRAUMSF12903CA8471,0
91,"Okay, okay, come on, you can do it. You can do it!",TRAURRP128F4261B94,-1
91,"Okay, okay, come on, you can do it. You can do it!",TRAXJTV128F428BA71,0
91,"Okay, okay, come on, you can do it. You can do it!",TRAYXAL128F9309341,1
91,"Okay, okay, come on, you can do it. You can do it!",TRAZGQQ128F4278C1A,-1
91,"Okay, okay, come on, you can do it. You can do it!",TRBBXSE128F42798F6,0
91,"Okay, okay, come on, you can do it. You can do it!",TRBCELF12903CDF2C1,0
91,"Okay, okay, come on, you can do it. You can do it!",TRBCIQL128F427C0AD,1
91,"Okay, okay, come on, you can do it. You can do it!",TRBEZWU128F932D1F6,-1
91,"Okay, okay, come on, you can do it. You can do it!",TRBFBQO12903CE7ACD,-1
91,"Okay, okay, come on, you can do it. You can do it!",TRBGGBL128F4262CEE,-2
91,"Okay, okay, come on, you can do it. You can do it!",TRBHGCK128F933A618,1
91,"Okay, okay, come on, you can do it. You can do it!",TRBHPOJ128F92F37BB,1
91,"Okay, okay, come on, you can do it. You can do it!",TRBIKJW128F426410E,2
91,"Okay, okay, come on, you can do it. You can do it!",TRBSXVH128F42662EA,0
91,"Okay, okay, come on, you can do it. You can do it!",TRBNHWP12903CC5907,1
91,"Okay, okay, come on, you can do it. You can do it!",TRBNMDO128F14A23FE,-2
91,"Okay, okay, come on, you can do it. You can do it!",TRBOKVR128F1480939,-2
91,"Okay, okay, come on, you can do it. You can do it!",TRBTCAM12 8F4255642,0
91,"Okay, okay, come on, you can do it. You can do it!",TRBPKMI128F92E6F37,0
91,"Okay, okay, come on, you can do it. You can do it!",TRBPYJM128E078F11D,-1
91,"Okay, okay, come on, you can do it. You can do it!",TRBQTCD128F423878D,-1
91,"Okay, okay, come on, you can do it. You can do it!",TRBQYUU128F92D9F0F,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAAJCQ12903CF53D5,2
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRABFWK128F9322F59,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRABZQR12903CCBE06,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRADMOG128F932CCFB,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAGODU128F427ED3F,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAHIYG128F93269E0,2
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAHREH12903CC613C,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAJTWO128F1463699,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAJZWM128F4262BBD,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAKURD128F92C3065,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAKYWS128F92DE3C5,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRALPID128F9310C22,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRANEGJ128F428617E,1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRANWDB12903CA05B7,1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAPYDH128F42651CD,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRARJDF12903CC53D5,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAUJEV128F42AACAA,1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAUMGR12903CB30A6,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAVDAF128F92F2EA0,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAVGAF128F4271A55,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAVMRI128F4259E76,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAZXUT128F422EF3C,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBBANR128F4277C5B,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBBVCE128F427E7EC,2
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBBZQM128F931A529,1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBDASV128F426B8A7,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBDLDP128F14659F1,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBFDSO128F42475C5,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBGGUT12903CB81E1,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBGNCZ128F148F727,1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBGZDT128F4268555,1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBHHUF12903CAA46B,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBIBGN128F42ADC66,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBLFMQ128F425A043,1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBLVQO128F1463656,1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBMNAU128F42B58E9,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBMQFJ128F93617F5,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBNLLJ128F92FC45A,-2
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBOTZU128E0798B3F,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBQPII128F9337D14,0
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBSJBZ128F14A43C7,1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBTQEW128F1468591,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBUMAC128F427576F,1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAIZBQ128F92F02A7,-2
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAPECP128E078F91C,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRBBLQA128F4292EB7,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAAPPQ12 903D0129F,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRABDRM128F92D94BB,-2
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRACWBT128F425A622,-1
488,Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play,TRAILIY128F92DFDA9,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRABVRA12903CA902D,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRACDHB12903CDF8F6,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAEVJD128F42622A3,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAFKHA12903CF0E89,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAGEJC128F4260DED,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAGXOK128F92CD3CA,1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAKMXG128F424D95A,2
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAKTDO128E078229A,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRALMAU128F4252947,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRANGCR128F148CF28,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAOQWU128F9355248,-2
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRATDMP128F1461DB4,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRATKDP128F9311128,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAWKGC128F4269F1B,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAYQXG128F428A86D,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBAKLJ128F92F9A46,-2
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBASRX128F92E9CD1,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBBHEF12903CF6B2C,-2
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBFJBJ128F92F9589,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBFMVQ128F9322030,-2
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBFRFR128E0781C86,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBHONY128C7196D87,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBJJBT128F92CA9D1,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBLSCK128E07864AD,-2
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBPMYB128F147CD47,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBQTCD128F423878D,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBROBG128F424D670,-2
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBUNIC128F424C59E,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBWQXE128F92E26F6,1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBXOCM128F92EF9C4,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBYODK128F423ED37,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAQMFT128F14AD99C,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAZOCD128F4249BB5,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBDTMD128F145A5F5,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBXJCL128F42521A0,2
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRBZWCN128F147E42D,2
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRABBFC128F428DFC5,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRABOXX128F92F29EB,-2
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRABVRA12903CA902D,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRACDHB12903CDF8F6,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRACESB128F92F0EDD,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRADZXK128F429DB92,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAFJDB128F932EB99,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAFKMT128F428941B,-2
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAGEKR128F92EC4D6,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAHZAT128EF33EF50,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAICIL128F42598E2,0
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAIOWX128F14750E5,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAJVOI12903D02C04,-1
2235,"Oh anyway, I just wanted to say how wonderful I think you are.",TRAKMWE128E0796A3C,0
152,"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one.",TRAABIG128F9356C56,2
152,"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one.",TRAAKDG128F42A0ECB,0
152,"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one.",TRAAPPQ128F14961F5,-1
152,"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one.",TRABRWS128F422957B,-2
